"zip","population","city","county","state"
"93218",796,"Ducor","Tulare County","California"
"95659",790,"Nicolaus","Sutter County","California"
"92321",784,"Cedar Glen","San Bernardino County","California"
"95306",784,"Catheys Valley","Mariposa County","California"
"96096",784,"Whitmore","Shasta County","California"
"95439",782,"Fulton","Sonoma County","California"
"95471",780,"Rio Nido","Sonoma County","California"
"95369",778,"Snelling","Merced County","California"
"95456",775,"Little River","Mendocino County","California"
"92358",762,"Lytle Creek","San Bernardino County","California"
"92070",761,"Santa Ysabel","San Diego County","California"
"95957",752,"Meridian","Sutter County","California"
"91931",749,"Guatay","San Diego County","California"
"95629",747,"Fiddletown","Amador County","California"
"92322",746,"Cedarpines Park","San Bernardino County","California"
"95830",746,"Sacramento","Sacramento County","California"
"91008",744,"Duarte","Los Angeles County","California"
"95651",738,"Lotus","El Dorado County","California"
"94528",726,"Diablo","Contra Costa County","California"
"96039",726,"Happy Camp","Siskiyou County","California"
"93043",722,"Port Hueneme Cbc Base","Ventura County","California"
"94567",719,"Pope Valley","Napa County","California"
"93666",704,"Sultana","Tulare County","California"
"95527",701,"Burnt Ranch","Trinity County","California"
"96091",693,"Trinity Center","Trinity County","California"
"95556",692,"Orleans","Humboldt County","California"
"94946",673,"Nicasio","Marin County","California"
"95943",670,"Glenn","Glenn County","California"
"95043",669,"Paicines","San Benito County","California"
"96084",664,"Round Mountain","Shasta County","California"
"96129",640,"Beckwourth","Plumas County","California"
"95526",638,"Bridgeville","Humboldt County","California"
"92327",633,"Daggett","San Bernardino County","California"
"92678",630,"Trabuco Canyon","Orange County","California"
"96148",630,"Tahoe Vista","Placer County","California"
"95537",629,"Fields Landing","Humboldt County","California"
"91963",624,"Potrero","San Diego County","California"
"95432",614,"Elk","Mendocino County","California"
"94613",612,"Oakland","Alameda County","California"
"92347",601,"Hinkley","San Bernardino County","California"
"96128",600,"Standish","Lassen County","California"
"94548",598,"Knightsen","Contra Costa County","California"
"95960",594,"North San Juan","Sierra County","California"
"95922",593,"Camptonville","Yuba County","California"
"96141",592,"Homewood","Placer County","California"
"95427",589,"Comptche","Mendocino County","California"
"93517",587,"Bridgeport","Mono County","California"
"96006",587,"Adin","Lassen County","California"
"92317",567,"Blue Jay","San Bernardino County","California"
"95075",566,"Tres Pinos","San Benito County","California"
"95564",564,"Samoa","Humboldt County","California"
"92309",561,"Baker","San Bernardino County","California"
"96015",560,"Canby","Modoc County","California"
"94104",557,"San Francisco","San Francisco County","California"
"95728",549,"Soda Springs","Placer County","California"
"92258",547,"North Palm Springs","Riverside County","California"
"95585",545,"Leggett","Mendocino County","California"
"95385",531,"Vernalis","Stanislaus County","California"
"95345",528,"Midpines","Mariposa County","California"
"95318",522,"El Portal","Mariposa County","California"
"92092",521,"La Jolla","San Diego County","California"
"95251",521,"Vallecito","Calaveras County","California"
"95444",516,"Graton","Sonoma County","California"
"95230",513,"Farmington","Stanislaus County","California"
"94922",509,"Bodega","Sonoma County","California"
"95668",507,"Pleasant Grove","Sutter County","California"
"92060",506,"Palomar Mountain","San Diego County","California"
"95253",504,"Victor","San Joaquin County","California"
"93224",501,"Fellows","Kern County","California"
"93954",501,"San Lucas","Monterey County","California"
"92305",500,"Angelus Oaks","San Bernardino County","California"
"96038",499,"Grenada","Siskiyou County","California"
"95545",492,"Honeydew","Humboldt County","California"
"95675",487,"River Pines","Amador County","California"
"90742",469,"Sunset Beach","Orange County","California"
"92350",468,"Loma Linda","San Bernardino County","California"
"95970",466,"Princeton","Colusa County","California"
"95935",465,"Dobbins","Yuba County","California"
"96106",465,"Clio","Plumas County","California"
"94963",462,"San Geronimo","Marin County","California"
"95956",458,"Meadow Valley","Plumas County","California"
"95653",455,"Madison","Yolo County","California"
"95914",450,"Bangor","Butte County","California"
"94929",442,"Dillon Beach","Marin County","California"
"95950",442,"Grimes","Colusa County","California"
"92378",437,"Rimforest","San Bernardino County","California"
"90743",434,"Surfside","Orange County","California"
"92333",429,"Fawnskin","San Bernardino County","California"
"96105",429,"Chilcoot","Plumas County","California"
"94938",428,"Lagunitas","Marin County","California"
"93531",425,"Keene","Kern County","California"
"95552",423,"Mad River","Trinity County","California"
"96090",421,"Tehama","Tehama County","California"
"95930",417,"Clipper Mills","Butte County","California"
"95714",411,"Dutch Flat","Placer County","California"
"92268",405,"Pioneertown","San Bernardino County","California"
"96092",402,"Vina","Tehama County","California"
"94970",400,"Stinson Beach","Marin County","California"
"96050",400,"Klamath River","Siskiyou County","California"
"95221",398,"Altaville","Calaveras County","California"
"95257",398,"Wilseyville","Calaveras County","California"
"95941",396,"Forbestown","Butte County","California"
"95983",395,"Taylorsville","Plumas County","California"
"93665",386,"South Dos Palos","Merced County","California"
"93652",378,"Raisin City","Fresno County","California"
"93673",378,"Traver","Tulare County","California"
"95543",376,"Gasquet","Del Norte County","California"
"95939",376,"Elk Creek","Glenn County","California"
"95979",374,"Stonyford","Colusa County","California"
"93932",370,"Lockwood","Monterey County","California"
"95555",370,"Orick","Humboldt County","California"
"93604",366,"Bass Lake","Madera County","California"
"95488",366,"Westport","Mendocino County","California"
"94971",364,"Tomales","Marin County","California"
"96065",364,"Montgomery Creek","Shasta County","California"
"95007",359,"Brookdale","Santa Cruz County","California"
"95601",352,"Amador City","Amador County","California"
"95420",351,"Caspar","Mendocino County","California"
"95254",350,"Wallace","Calaveras County","California"
"95435",347,"Finley","Lake County","California"
"96034",345,"Gazelle","Siskiyou County","California"
"96075",341,"Paynes Creek","Tehama County","California"
"92341",331,"Green Valley Lake","San Bernardino County","California"
"96046",328,"Hyampom","Trinity County","California"
"93669",324,"Wishon","Madera County","California"
"96059",323,"Manton","Tehama County","California"
"96033",321,"French Gulch","Shasta County","California"
"96124",320,"Calpine","Sierra County","California"
"92066",319,"Ranchita","San Diego County","California"
"96016",319,"Cassel","Shasta County","California"
"95639",314,"Hood","Sacramento County","California"
"90071",313,"Los Angeles","Los Angeles County","California"
"93512",313,"Benton","Mono County","California"
"95554",313,"Myers Flat","Humboldt County","California"
"95913",313,"Artois","Glenn County","California"
"95224",311,"Avery","Calaveras County","California"
"91210",310,"Glendale","Los Angeles County","California"
"93628",310,"Hume","Fresno County","California"
"93407",309,"San Luis Obispo","San Luis Obispo County","California"
"93452",307,"San Simeon","San Luis Obispo County","California"
"95837",306,"Sacramento","Sacramento County","California"
"93529",302,"June Lake","Mono County","California"
"91759",299,"Mt Baldy","Los Angeles County","California"
"92239",296,"Desert Center","Riverside County","California"
"93251",293,"McKittrick","Kern County","California"
"93664",288,"Shaver Lake","Fresno County","California"
"96117",288,"Litchfield","Lassen County","California"
"95312",284,"Cressey","Merced County","California"
"95697",281,"Yolo","Yolo County","California"
"95637",276,"Guinda","Yolo County","California"
"95450",272,"Jenner","Sonoma County","California"
"95412",271,"Annapolis","Sonoma County","California"
"96054",269,"Lookout","Modoc County","California"
"96086",268,"Seiad Valley","Siskiyou County","California"
"94940",260,"Marshall","Marin County","California"
"93549",254,"Olancha","Inyo County","California"
"94569",251,"Port Costa","Contra Costa County","California"
"93603",249,"Badger","Tulare County","California"
"95646",249,"Kirkwood","Alpine County","California"
"96009",247,"Bieber","Lassen County","California"
"95558",246,"Petrolia","Humboldt County","California"
"92134",241,"San Diego","San Diego County","California"
"95607",235,"Capay","Yolo County","California"
"96125",234,"Sierra City","Sierra County","California"
"95233",233,"Hathaway Pines","Calaveras County","California"
"93207",232,"California Hot Springs","Tulare County","California"
"96011",232,"Big Bend","Shasta County","California"
"93227",227,"Goshen","Tulare County","California"
"96126",227,"Sierraville","Sierra County","California"
"92259",225,"Ocotillo","Imperial County","California"
"95568",224,"Somes Bar","Siskiyou County","California"
"93563",222,"Valyermo","Los Angeles County","California"
"93641",216,"Miramonte","Fresno County","California"
"95550",213,"Korbel","Humboldt County","California"
"94516",212,"Canyon","Contra Costa County","California"
"95417",211,"Branscomb","Mendocino County","California"
"95232",202,"Glencoe","Calaveras County","California"
"93962",198,"Spreckels","Monterey County","California"
"92155",196,"San Diego","San Diego County","California"
"93627",196,"Helm","Fresno County","California"
"95698",196,"Zamora","Yolo County","California"
"95443",190,"Glenhaven","Lake County","California"
"95925",188,"Challenge","Yuba County","California"
"96133",188,"Topaz","Mono County","California"
"92389",187,"Tecopa","Inyo County","California"
"95606",185,"Brooks","Yolo County","California"
"96074",183,"Paskenta","Tehama County","California"
"92147",180,"San Diego","San Diego County","California"
"93260",178,"Posey","Tulare County","California"
"92332",177,"Essex","San Bernardino County","California"
"95984",177,"Twain","Plumas County","California"
"93621",173,"Dunlap","Fresno County","California"
"96014",173,"Callahan","Siskiyou County","California"
"96112",172,"Fort Bidwell","Modoc County","California"
"94576",171,"Deer Park","Napa County","California"
"92266",170,"Palo Verde","Imperial County","California"
"95419",169,"Camp Meeker","Sonoma County","California"
"92385",167,"Skyforest","San Bernardino County","California"
"95920",164,"Butte City","Glenn County","California"
"95305",158,"Big Oak Flat","Tuolumne County","California"
"94972",153,"Valley Ford","Sonoma County","California"
"96076",152,"Platina","Trinity County","California"
"94074",151,"San Gregorio","San Mateo County","California"
"95494",151,"Yorkville","Mendocino County","California"
"93276",150,"Tupman","Kern County","California"
"96108",149,"Davis Creek","Modoc County","California"
"95910",148,"Alleghany","Sierra County","California"
"96121",145,"Milford","Lassen County","California"
"95493",144,"Witter Springs","Lake County","California"
"95595",143,"Zenia","Trinity County","California"
"96017",143,"Castella","Shasta County","California"
"95972",142,"Rackerby","Yuba County","California"
"91046",141,"Verdugo City","Los Angeles County","California"
"96078",135,"Proberta","Tehama County","California"
"95679",131,"Rumsey","Yolo County","California"
"95736",131,"Weimar","Placer County","California"
"96037",131,"Greenview","Siskiyou County","California"
"95717",129,"Gold Run","Placer County","California"
"93208",127,"Camp Nelson","Tulare County","California"
"90822",125,"Long Beach","Los Angeles County","California"
"96068",125,"Nubieber","Lassen County","California"
"94021",123,"Loma Mar","San Mateo County","California"
"96115",122,"Lake City","Modoc County","California"
"93244",121,"Lemon Cove","Tulare County","California"
"95936",121,"Downieville","Sierra County","California"
"96029",120,"Flournoy","Tehama County","California"
"93287",119,"Woody","Kern County","California"
"95429",118,"Dos Rios","Mendocino County","California"
"95514",117,"Blocksburg","Humboldt County","California"
"95676",113,"Robbins","Sutter County","California"
"95715",110,"Emigrant Gap","Placer County","California"
"93670",108,"Yettem","Tulare County","California"
"93042",107,"Point Mugu Nawc","Ventura County","California"
"94573",107,"Rutherford","Napa County","California"
"95720",107,"Kyburz","El Dorado County","California"
"95248",106,"Rail Road Flat","Calaveras County","California"
"96135",106,"Vinton","Plumas County","California"
"91948",104,"Mount Laguna","San Diego County","California"
"95986",104,"Washington","Nevada County","California"
"91980",103,"Tecate","San Diego County","California"
"95511",102,"Alderpoint","Humboldt County","California"
"93237",98,"Kaweah","Tulare County","California"
"95978",98,"Stirling City","Butte County","California"
"93605",97,"Big Creek","Fresno County","California"
"93528",94,"Johannesburg","Kern County","California"
"93524",93,"Edwards","Kern County","California"
"95140",91,"Mount Hamilton","Santa Clara County","California"
"95569",91,"Redcrest","Humboldt County","California"
"95463",88,"Navarro","Mendocino County","California"
"95625",88,"Elmira","Solano County","California"
"93522",86,"Darwin","Inyo County","California"
"93741",77,"Fresno","Fresno County","California"
"96063",77,"Mineral","Tehama County","California"
"95431",76,"Eldridge","Sonoma County","California"
"96040",71,"Hat Creek","Shasta County","California"
"96031",66,"Forks Of Salmon","Siskiyou County","California"
"93554",65,"Randsburg","Kern County","California"
"95944",65,"Goodyears Bar","Sierra County","California"
"95974",65,"Richvale","Butte County","California"
"93429",64,"Casmalia","Santa Barbara County","California"
"95375",64,"Strawberry","Tuolumne County","California"
"96123",62,"Ravendale","Lassen County","California"
"95699",60,"Drytown","Amador County","California"
"95335",58,"Long Barn","Tuolumne County","California"
"94512",57,"Birds Landing","Solano County","California"
"91608",56,"Universal City","Los Angeles County","California"
"93226",55,"Glennville","Kern County","California"
"95013",53,"Coyote","Santa Clara County","California"
"95981",52,"Strawberry Valley","Plumas County","California"
"95735",51,"Twin Bridges","El Dorado County","California"
"95325",44,"Hornitos","Mariposa County","California"
"95923",43,"Canyon Dam","Plumas County","California"
"96136",40,"Wendel","Lassen County","California"
"96085",38,"Scott Bar","Siskiyou County","California"
"96110",37,"Eagleville","Modoc County","California"
"95604",34,"Auburn","Placer County","California"
"95934",33,"Crescent Mills","Plumas County","California"
"96119",31,"Madeline","Lassen County","California"
"95571",30,"Weott","Humboldt County","California"
"93634",29,"Lakeshore","Fresno County","California"
"93530",28,"Keeler","Inyo County","California"
"96010",28,"Big Bar","Trinity County","California"
"95486",27,"Villa Grande","Sonoma County","California"
"93633",26,"Kings Canyon National Pk","Tulare County","California"
"90747",25,"Carson","Los Angeles County","California"
"92384",23,"Shoshone","Inyo County","California"
"94950",23,"Olema","Marin County","California"
"96111",23,"Floriston","Nevada County","California"
"96116",19,"Likely","Modoc County","California"
"93262",18,"Sequoia National Park","Tulare County","California"
"93558",17,"Red Mountain","San Bernardino County","California"
"96132",17,"Termo","Lassen County","California"
"92161",12,"San Diego","San Diego County","California"
"92364",12,"Nipton","San Bernardino County","California"
"93943",12,"Monterey","Monterey County","California"
"93408",11,"San Luis Obispo","San Luis Obispo County","California"
"95680",9,"Ryde","Sacramento County","California"
"96071",7,"Old Station","Shasta County","California"
"95480",6,"Stewarts Point","Sonoma County","California"
"93623",4,"Fish Camp","Mariposa County","California"
