"zip","population","city","county","state"
"93631",16588,"Kingsburg","Tulare County","California"
"92010",16566,"Carlsbad","San Diego County","California"
"95963",16485,"Orland","Glenn County","California"
"93013",16459,"Carpinteria","Santa Barbara County","California"
"93110",16403,"Santa Barbara","Santa Barbara County","California"
"90232",16352,"Culver City","Los Angeles County","California"
"90701",16237,"Artesia","Los Angeles County","California"
"95203",16237,"Stockton","San Joaquin County","California"
"91436",16190,"Encino","Los Angeles County","California"
"94542",16188,"Hayward","Alameda County","California"
"94960",16028,"San Anselmo","Marin County","California"
"93241",15978,"Lamont","Kern County","California"
"94556",15959,"Moraga","Contra Costa County","California"
"92274",15917,"Thermal","Riverside County","California"
"91708",15908,"Chino","San Bernardino County","California"
"96021",15746,"Corning","Tehama County","California"
"93402",15572,"Los Osos","San Luis Obispo County","California"
"92845",15530,"Garden Grove","Orange County","California"
"94505",15445,"Discovery Bay","Contra Costa County","California"
"90623",15419,"La Palma","Orange County","California"
"91208",15377,"Glendale","Los Angeles County","California"
"93648",15370,"Parlier","Fresno County","California"
"94019",15275,"Half Moon Bay","San Mateo County","California"
"95304",15235,"Tracy","San Joaquin County","California"
"95066",15233,"Scotts Valley","Santa Cruz County","California"
"94041",15222,"Mountain View","Santa Clara County","California"
"93250",15126,"McFarland","Kern County","California"
"93950",15098,"Pacific Grove","Monterey County","California"
"93505",14952,"California City","Kern County","California"
"94552",14948,"Castro Valley","Alameda County","California"
"95742",14883,"Rancho Cordova","Sacramento County","California"
"92866",14873,"Orange","Orange County","California"
"95437",14865,"Fort Bragg","Mendocino County","California"
"95368",14849,"Salida","Stanislaus County","California"
"94805",14790,"Richmond","Contra Costa County","California"
"96022",14751,"Cottonwood","Tehama County","California"
"93514",14692,"Bishop","Mono County","California"
"90305",14679,"Inglewood","Los Angeles County","California"
"95252",14622,"Valley Springs","Calaveras County","California"
"90013",14587,"Los Angeles","Los Angeles County","California"
"95817",14513,"Sacramento","Sacramento County","California"
"94705",14508,"Berkeley","Alameda County","California"
"94507",14503,"Alamo","Contra Costa County","California"
"93221",14423,"Exeter","Tulare County","California"
"95540",14415,"Fortuna","Humboldt County","California"
"95357",14403,"Modesto","Stanislaus County","California"
"95490",14360,"Willits","Mendocino County","California"
"95605",14291,"West Sacramento","Yolo County","California"
"94502",14225,"Alameda","Alameda County","California"
"93640",14162,"Mendota","Fresno County","California"
"95650",14098,"Loomis","Placer County","California"
"90716",13941,"Hawaiian Gardens","Los Angeles County","California"
"95360",13781,"Newman","Stanislaus County","California"
"94105",13722,"San Francisco","San Francisco County","California"
"93301",13672,"Bakersfield","Kern County","California"
"91377",13627,"Oak Park","Ventura County","California"
"95388",13518,"Winton","Merced County","California"
"93636",13447,"Madera","Madera County","California"
"93204",13423,"Avenal","Kings County","California"
"95130",13376,"San Jose","Santa Clara County","California"
"95030",13373,"Los Gatos","Santa Clara County","California"
"95315",13317,"Delhi","Merced County","California"
"93723",13174,"Fresno","Fresno County","California"
"94904",13132,"Greenbrae","Marin County","California"
"95832",13116,"Sacramento","Sacramento County","California"
"92610",13107,"Foothill Ranch","Orange County","California"
"92313",13104,"Grand Terrace","San Bernardino County","California"
"90293",13039,"Playa Del Rey","Los Angeles County","California"
"93908",12983,"Salinas","Monterey County","California"
"95451",12957,"Kelseyville","Lake County","California"
"94920",12906,"Belvedere Tiburon","Marin County","California"
"93433",12755,"Grover Beach","San Luis Obispo County","California"
"93543",12745,"Littlerock","Los Angeles County","California"
"91105",12692,"Pasadena","Los Angeles County","California"
"93923",12630,"Carmel","Monterey County","California"
"94707",12596,"Berkeley","Alameda County","California"
"91108",12559,"San Marino","Los Angeles County","California"
"92625",12546,"Corona Del Mar","Orange County","California"
"92014",12532,"Del Mar","San Diego County","California"
"95640",12518,"Ione","Amador County","California"
"92408",12478,"San Bernardino","San Bernardino County","California"
"93730",12461,"Fresno","Fresno County","California"
"95320",12385,"Escalon","San Joaquin County","California"
"94517",12349,"Clayton","Contra Costa County","California"
"91502",12312,"Burbank","Los Angeles County","California"
"95814",12248,"Sacramento","Sacramento County","California"
"94709",12200,"Berkeley","Alameda County","California"
"92075",12072,"Solana Beach","San Diego County","California"
"94108",12070,"San Francisco","San Francisco County","California"
"94965",12044,"Sausalito","Marin County","California"
"92007",11939,"Cardiff By The Sea","San Diego County","California"
"90094",11891,"Playa Vista","Los Angeles County","California"
"90040",11839,"Los Angeles","Los Angeles County","California"
"93647",11828,"Orosi","Tulare County","California"
"90402",11816,"Santa Monica","Los Angeles County","California"
"94708",11810,"Berkeley","Contra Costa County","California"
"90755",11764,"Signal Hill","Los Angeles County","California"
"93614",11760,"Coarsegold","Madera County","California"
"93109",11626,"Santa Barbara","Santa Barbara County","California"
"94065",11588,"Redwood City","San Mateo County","California"
"95948",11456,"Gridley","Butte County","California"
"90248",11453,"Gardena","Los Angeles County","California"
"95073",11408,"Soquel","Santa Cruz County","California"
"93442",11399,"Morro Bay","San Luis Obispo County","California"
"95425",11331,"Cloverdale","Sonoma County","California"
"95453",11254,"Lakeport","Lake County","California"
"93108",11209,"Santa Barbara","Santa Barbara County","California"
"95953",11201,"Live Oak","Sutter County","California"
"91024",11151,"Sierra Madre","Los Angeles County","California"
"91207",11091,"Glendale","Los Angeles County","California"
"91978",11006,"Spring Valley","San Diego County","California"
"90212",10881,"Beverly Hills","Los Angeles County","California"
"92567",10721,"Nuevo","Riverside County","California"
"95326",10672,"Hughson","Stanislaus County","California"
"92314",10658,"Big Bear City","San Bernardino County","California"
"92055",10618,"Camp Pendleton","San Diego County","California"
"93701",10602,"Fresno","Fresno County","California"
"95012",10528,"Castroville","Monterey County","California"
"94571",10514,"Rio Vista","Solano County","California"
"96019",10466,"Shasta Lake","Shasta County","California"
"95119",10461,"San Jose","Santa Clara County","California"
"93223",10424,"Farmersville","Tulare County","California"
"93286",10418,"Woodlake","Tulare County","California"
"95386",10387,"Waterford","Stanislaus County","California"
"92320",10366,"Calimesa","Riverside County","California"
"95713",10280,"Colfax","Placer County","California"
"94158",10205,"San Francisco","San Francisco County","California"
"95954",10163,"Magalia","Butte County","California"
"93646",10157,"Orange Cove","Tulare County","California"
"94925",10155,"Corte Madera","Marin County","California"
"96097",10154,"Yreka","Siskiyou County","California"
"95338",10102,"Mariposa","Mariposa County","California"
"93219",9871,"Earlimart","Tulare County","California"
"95033",9853,"Los Gatos","Santa Cruz County","California"
"95064",9832,"Santa Cruz","Santa Cruz County","California"
"93465",9829,"Templeton","San Luis Obispo County","California"
"92359",9758,"Mentone","San Bernardino County","California"
"92136",9630,"San Diego","San Diego County","California"
"95694",9600,"Winters","Yolo County","California"
"93622",9419,"Firebaugh","Fresno County","California"
"95322",9392,"Gustine","Merced County","California"
"93620",9363,"Dos Palos","Merced County","California"
"92254",9362,"Mecca","Riverside County","California"
"91935",9320,"Jamul","San Diego County","California"
"94572",9309,"Rodeo","Contra Costa County","California"
"90014",9273,"Los Angeles","Los Angeles County","California"
"95010",9243,"Capitola","Santa Cruz County","California"
"90211",9208,"Beverly Hills","Los Angeles County","California"
"92067",9186,"Rancho Santa Fe","San Diego County","California"
"92657",9169,"Newport Coast","Orange County","California"
"95946",9049,"Penn Valley","Nevada County","California"
"92310",8967,"Fort Irwin","San Bernardino County","California"
"94931",8945,"Cotati","Sonoma County","California"
"93926",8941,"Gonzales","Monterey County","California"
"95006",8802,"Boulder Creek","Santa Cruz County","California"
"95327",8788,"Jamestown","Tuolumne County","California"
"95324",8763,"Hilmar","Merced County","California"
"94930",8748,"Fairfax","Marin County","California"
"95988",8748,"Willows","Glenn County","California"
"93546",8689,"Mammoth Lakes","Mono County","California"
"94710",8471,"Berkeley","Alameda County","California"
"95811",8456,"Sacramento","Sacramento County","California"
"92325",8449,"Crestline","San Bernardino County","California"
"93625",8396,"Fowler","Fresno County","California"
"93434",8272,"Guadalupe","Santa Barbara County","California"
"95220",8244,"Acampo","San Joaquin County","California"
"92276",8242,"Thousand Palms","Riverside County","California"
"92241",8232,"Desert Hot Springs","Riverside County","California"
"90056",8225,"Los Angeles","Los Angeles County","California"
"95065",8125,"Santa Cruz","Santa Cruz County","California"
"93463",8059,"Solvang","Santa Barbara County","California"
"93449",8050,"Pismo Beach","San Luis Obispo County","California"
"92655",8040,"Midway City","Orange County","California"
"92250",8033,"Holtville","Imperial County","California"
"93721",8004,"Fresno","Fresno County","California"
"95726",7974,"Pollock Pines","El Dorado County","California"
"92252",7911,"Joshua Tree","San Bernardino County","California"
"92249",7910,"Heber","Imperial County","California"
"90077",7868,"Los Angeles","Los Angeles County","California"
"94574",7827,"Saint Helena","Napa County","California"
"95932",7789,"Colusa","Colusa County","California"
"95693",7624,"Wilton","Sacramento County","California"
"95969",7564,"Paradise","Butte County","California"
"95005",7552,"Ben Lomond","Santa Cruz County","California"
"91020",7509,"Montrose","Los Angeles County","California"
"94939",7488,"Larkspur","Marin County","California"
"90401",7480,"Santa Monica","Los Angeles County","California"
"93510",7397,"Acton","Los Angeles County","California"
"93591",7340,"Palmdale","Los Angeles County","California"
"96067",7321,"Mount Shasta","Siskiyou County","California"
"95139",7232,"San Jose","Santa Clara County","California"
"93644",7169,"Oakhurst","Madera County","California"
"95316",7154,"Denair","Stanislaus County","California"
"95642",7152,"Jackson","Amador County","California"
"94027",7142,"Atherton","San Mateo County","California"
"92548",7110,"Homeland","Riverside County","California"
"92356",7048,"Lucerne Valley","San Bernardino County","California"
"94515",7024,"Calistoga","Sonoma County","California"
"96094",6985,"Weed","Siskiyou County","California"
"93445",6912,"Oceano","San Luis Obispo County","California"
"94028",6888,"Portola Valley","San Mateo County","California"
"92624",6881,"Capistrano Beach","Orange County","California"
"92233",6871,"Calipatria","Imperial County","California"
"93737",6624,"Fresno","Fresno County","California"
"93234",6571,"Huron","Fresno County","California"
"93924",6563,"Carmel Valley","Monterey County","California"
"93410",6523,"San Luis Obispo","San Luis Obispo County","California"
"95987",6504,"Williams","Colusa County","California"
"93022",6422,"Oak View","Ventura County","California"
"95619",6414,"Diamond Springs","El Dorado County","California"
"95683",6330,"Sloughhouse","Sacramento County","California"
"92342",6317,"Helendale","San Bernardino County","California"
"93460",6280,"Santa Ynez","Santa Barbara County","California"
"93656",6249,"Riverdale","Fresno County","California"
"95631",6244,"Foresthill","Placer County","California"
"92352",6147,"Lake Arrowhead","San Bernardino County","California"
"95709",6103,"Camino","El Dorado County","California"
"95470",6068,"Redwood Valley","Mendocino County","California"
"93428",6056,"Cambria","San Luis Obispo County","California"
"95018",6055,"Felton","Santa Cruz County","California"
"95436",6008,"Forestville","Sonoma County","California"
"95202",6000,"Stockton","San Joaquin County","California"
"93427",5980,"Buellton","Santa Barbara County","California"
"95658",5974,"Newcastle","Placer County","California"
"95971",5931,"Quincy","Plumas County","California"
"95019",5891,"Freedom","Santa Cruz County","California"
"95666",5885,"Pioneer","Amador County","California"
"95626",5845,"Elverta","Sacramento County","California"
"92861",5814,"Villa Park","Orange County","California"
"93267",5811,"Strathmore","Tulare County","California"
"95046",5801,"San Martin","Santa Clara County","California"
"95467",5795,"Hidden Valley Lake","Lake County","California"
"93615",5767,"Cutler","Tulare County","California"
"95672",5744,"Rescue","El Dorado County","California"
"93270",5711,"Terra Bella","Tulare County","California"
"96073",5648,"Palo Cedro","Shasta County","California"
"93256",5575,"Pixley","Tulare County","California"
"92823",5495,"Brea","Orange County","California"
"93240",5470,"Lake Isabella","Kern County","California"
"92363",5447,"Needles","San Bernardino County","California"
"93501",5404,"Mojave","Kern County","California"
"93106",5369,"Santa Barbara","Santa Barbara County","California"
"94720",5322,"Berkeley","Alameda County","California"
"90290",5300,"Topanga","Los Angeles County","California"
"95222",5236,"Angels Camp","Calaveras County","California"
"92315",5228,"Big Bear Lake","San Bernardino County","California"
"92590",5212,"Temecula","Riverside County","California"
"92372",5208,"Pinon Hills","San Bernardino County","California"
"92397",5059,"Wrightwood","Los Angeles County","California"
"93225",5018,"Frazier Park","Ventura County","California"
"95655",4954,"Mather","Sacramento County","California"
"95249",4908,"San Andreas","Calaveras County","California"
"95912",4908,"Arbuckle","Colusa County","California"
"93675",4891,"Squaw Valley","Fresno County","California"
"93609",4889,"Caruthers","Fresno County","California"
"95692",4887,"Wheatland","Yuba County","California"
"92382",4884,"Running Springs","San Bernardino County","California"
"95231",4865,"French Camp","San Joaquin County","California"
"92210",4832,"Indian Wells","Riverside County","California"
"95722",4829,"Meadow Vista","Placer County","California"
"96101",4824,"Alturas","Modoc County","California"
"94005",4756,"Brisbane","San Mateo County","California"
"93451",4751,"San Miguel","Monterey County","California"
"95446",4709,"Guerneville","Sonoma County","California"
"95685",4703,"Sutter Creek","Amador County","California"
"96088",4703,"Shingletown","Shasta County","California"
"95665",4693,"Pine Grove","Amador County","California"
"96064",4690,"Montague","Siskiyou County","California"
"95228",4648,"Copperopolis","Calaveras County","California"
"93272",4548,"Tipton","Tulare County","California"
"95236",4518,"Linden","San Joaquin County","California"
"94304",4489,"Palo Alto","Santa Clara County","California"
"95623",4488,"El Dorado","El Dorado County","California"
"95614",4479,"Cool","El Dorado County","California"
"95671",4478,"Represa","Sacramento County","California"
"94111",4468,"San Francisco","San Francisco County","California"
"95938",4451,"Durham","Butte County","California"
"92003",4404,"Bonsall","San Diego County","California"
"93235",4360,"Ivanhoe","Tulare County","California"
"93202",4308,"Armona","Kings County","California"
"91906",4281,"Campo","San Diego County","California"
"96013",4212,"Burney","Shasta County","California"
"90010",4185,"Los Angeles","Los Angeles County","California"
"90089",4164,"Los Angeles","Los Angeles County","California"
"92121",4150,"San Diego","San Diego County","California"
"95627",4137,"Esparto","Yolo County","California"
"96122",4121,"Portola","Plumas County","California"
"96035",4097,"Gerber","Tehama County","California"
"95917",4091,"Biggs","Butte County","California"
"95321",4068,"Groveland","Tuolumne County","California"
"95045",4063,"San Juan Bautista","San Benito County","California"
"95247",4022,"Murphys","Calaveras County","California"
"92369",3999,"Patton","San Bernardino County","California"
"95237",3992,"Lockeford","San Joaquin County","California"
"96093",3959,"Weaverville","Trinity County","California"
"94129",3952,"San Francisco","San Francisco County","California"
"93660",3921,"San Joaquin","Fresno County","California"
"95461",3909,"Middletown","Lake County","California"
"95004",3902,"Aromas","Monterey County","California"
"95258",3885,"Woodbridge","San Joaquin County","California"
"95365",3882,"Planada","Merced County","California"
"95634",3878,"Georgetown","El Dorado County","California"
"94535",3873,"Travis Afb","Solano County","California"
"93523",3867,"Edwards","Kern County","California"
"95328",3856,"Keyes","Stanislaus County","California"
"95379",3828,"Tuolumne","Tuolumne County","California"
"90704",3822,"Avalon","Los Angeles County","California"
"92539",3760,"Anza","Riverside County","California"
"96055",3760,"Los Molinos","Tehama County","California"
"93437",3681,"Lompoc","Santa Barbara County","California"
"93581",3611,"Tehachapi","Kern County","California"
"94525",3599,"Crockett","Contra Costa County","California"
"92278",3574,"Twentynine Palms","San Bernardino County","California"
"94951",3574,"Penngrove","Sonoma County","California"
"92549",3535,"Idyllwild","Riverside County","California"
"96041",3511,"Hayfork","Trinity County","California"
"94599",3428,"Yountville","Napa County","California"
"94018",3423,"El Granada","San Mateo County","California"
"93953",3416,"Pebble Beach","Monterey County","California"
"95383",3415,"Twain Harte","Tuolumne County","California"
"94508",3406,"Angwin","Napa County","California"
"95562",3396,"Rio Dell","Humboldt County","California"
"92256",3387,"Morongo Valley","San Bernardino County","California"
"95423",3322,"Clearlake Oaks","Lake County","California"
"95053",3317,"Santa Clara","Santa Clara County","California"
"95633",3305,"Garden Valley","El Dorado County","California"
"95458",3303,"Lucerne","Lake County","California"
"92661",3300,"Newport Beach","Orange County","California"
"95536",3258,"Ferndale","Humboldt County","California"
"95457",3252,"Lower Lake","Lake County","California"
"92004",3200,"Borrego Springs","San Diego County","California"
"93265",3194,"Springville","Tulare County","California"
"94038",3165,"Moss Beach","San Mateo County","California"
"95333",3157,"Le Grand","Merced County","California"
"94130",3136,"San Francisco","San Francisco County","California"
"96143",3130,"Kings Beach","Placer County","California"
"93643",3115,"North Fork","Madera County","California"
"95982",3084,"Sutter","Sutter County","California"
"96145",3081,"Tahoe City","Placer County","California"
"92036",3075,"Julian","San Diego County","California"
"90058",3049,"Los Angeles","Los Angeles County","California"
"93602",3038,"Auberry","Fresno County","California"
"92179",3031,"San Diego","San Diego County","California"
"96137",2949,"Westwood","Lassen County","California"
"93430",2941,"Cayucos","San Luis Obispo County","California"
"96114",2927,"Janesville","Lassen County","California"
"95684",2913,"Somerset","El Dorado County","California"
"95485",2909,"Upper Lake","Lake County","California"
"95542",2862,"Garberville","Humboldt County","California"
"93650",2844,"Fresno","Fresno County","California"
"95245",2813,"Mokelumne Hill","Calaveras County","California"
"92145",2810,"San Diego","San Diego County","California"
"92140",2807,"San Diego","San Diego County","California"
"93066",2805,"Somis","Ventura County","California"
"90021",2781,"Los Angeles","Los Angeles County","California"
"95428",2775,"Covelo","Mendocino County","California"
"93532",2768,"Lake Hughes","Los Angeles County","California"
"92285",2726,"Landers","San Bernardino County","California"
"91330",2699,"Northridge","Los Angeles County","California"
"93242",2683,"Laton","Fresno County","California"
"95546",2666,"Hoopa","Humboldt County","California"
"95663",2659,"Penryn","Placer County","California"
"90067",2653,"Los Angeles","Los Angeles County","California"
"94037",2649,"Montara","San Mateo County","California"
"96032",2606,"Fort Jones","Siskiyou County","California"
"93944",2605,"Monterey","Monterey County","California"
"96020",2593,"Chester","Plumas County","California"
"95442",2592,"Glen Ellen","Sonoma County","California"
"93409",2591,"San Luis Obispo","San Luis Obispo County","California"
"93516",2583,"Boron","Kern County","California"
"93626",2583,"Friant","Madera County","California"
"92536",2569,"Aguanga","Riverside County","California"
"96052",2538,"Lewiston","Trinity County","California"
"91962",2528,"Pine Valley","San Diego County","California"
"95570",2523,"Trinidad","Humboldt County","California"
"95951",2522,"Hamilton City","Glenn County","California"
"95669",2514,"Plymouth","Amador County","California"
"95223",2470,"Arnold","Alpine County","California"
"93921",2469,"Carmel By The Sea","Monterey County","California"
"95464",2466,"Nice","Lake County","California"
"93285",2465,"Wofford Heights","Kern County","California"
"93283",2416,"Weldon","Kern County","California"
"93271",2398,"Three Rivers","Tulare County","California"
"95329",2394,"La Grange","Tuolumne County","California"
"92365",2393,"Newberry Springs","San Bernardino County","California"
"95460",2349,"Mendocino","Mendocino County","California"
"92662",2346,"Newport Beach","Orange County","California"
"93205",2320,"Bodfish","Kern County","California"
"96025",2247,"Dunsmuir","Siskiyou County","California"
"95638",2246,"Herald","Sacramento County","California"
"92281",2238,"Westmorland","Imperial County","California"
"96134",2236,"Tulelake","Modoc County","California"
"95311",2182,"Coulterville","Mariposa County","California"
"92391",2177,"Twin Peaks","San Bernardino County","California"
"96113",2164,"Herlong","Lassen County","California"
"93616",2163,"Del Rey","Fresno County","California"
"95113",2161,"San Jose","Santa Clara County","California"
"93453",2096,"Santa Margarita","San Luis Obispo County","California"
"94957",2081,"Ross","Marin County","California"
"92386",2064,"Sugarloaf","San Bernardino County","California"
"92401",2060,"San Bernardino","San Bernardino County","California"
"94964",2054,"San Quentin","Marin County","California"
"92093",2044,"La Jolla","San Diego County","California"
"92230",2039,"Cabazon","Riverside County","California"
"93222",2036,"Pine Mountain Club","Kern County","California"
"94020",2030,"La Honda","San Mateo County","California"
"94514",2023,"Byron","Contra Costa County","California"
"95445",2012,"Gualala","Mendocino County","California"
"95567",2001,"Smith River","Del Norte County","California"
"93249",1996,"Lost Hills","Kern County","California"
"94511",1993,"Bethel Island","Contra Costa County","California"
"92283",1967,"Winterhaven","Imperial County","California"
"95389",1963,"Yosemite National Park","Mariposa County","California"
"95703",1955,"Applegate","Placer County","California"
"92676",1952,"Silverado","Orange County","California"
"95002",1920,"Alviso","Santa Clara County","California"
"93667",1909,"Tollhouse","Fresno County","California"
"96027",1907,"Etna","Siskiyou County","California"
"93261",1889,"Richgrove","Tulare County","California"
"95903",1868,"Beale Afb","Yuba County","California"
"93562",1867,"Trona","San Bernardino County","California"
"95310",1849,"Columbia","Tuolumne County","California"
"93040",1838,"Piru","Ventura County","California"
"90639",1833,"La Mirada","Los Angeles County","California"
"91916",1833,"Descanso","San Diego County","California"
"95468",1822,"Point Arena","Mendocino County","California"
"95977",1822,"Smartsville","Yuba County","California"
"95441",1819,"Geyserville","Sonoma County","California"
"95918",1807,"Browns Valley","Yuba County","California"
"96028",1805,"Fall River Mills","Shasta County","California"
"90263",1803,"Malibu","Los Angeles County","California"
"93920",1790,"Big Sur","Monterey County","California"
"95551",1789,"Loleta","Humboldt County","California"
"95255",1787,"West Point","Calaveras County","California"
"95942",1786,"Forest Ranch","Butte County","California"
"95449",1785,"Hopland","Mendocino County","California"
"93527",1734,"Inyokern","Tulare County","California"
"93266",1720,"Stratford","Kings County","California"
"95454",1714,"Laytonville","Mendocino County","California"
"93206",1709,"Buttonwillow","Kern County","California"
"95524",1700,"Bayside","Humboldt County","California"
"93252",1680,"Maricopa","Ventura County","California"
"95421",1679,"Cazadero","Sonoma County","California"
"92061",1677,"Pauma Valley","San Diego County","California"
"95211",1676,"Stockton","San Joaquin County","California"
"95319",1651,"Empire","Stanislaus County","California"
"93513",1649,"Big Pine","Inyo County","California"
"95372",1639,"Soulsbyville","Tuolumne County","California"
"92273",1631,"Seeley","Imperial County","California"
"95975",1628,"Rough And Ready","Nevada County","California"
"92561",1622,"Mountain Center","Riverside County","California"
"95690",1621,"Walnut Grove","Sacramento County","California"
"95374",1581,"Stevinson","Merced County","California"
"96118",1581,"Loyalton","Sierra County","California"
"93651",1580,"Prather","Fresno County","California"
"93426",1566,"Bradley","Monterey County","California"
"95528",1555,"Carlotta","Humboldt County","California"
"95246",1548,"Mountain Ranch","Calaveras County","California"
"95641",1517,"Isleton","Sacramento County","California"
"95323",1516,"Hickman","Stanislaus County","California"
"95689",1498,"Volcano","Amador County","California"
"95612",1462,"Clarksburg","Yolo County","California"
"92059",1456,"Pala","San Diego County","California"
"94973",1438,"Woodacre","Marin County","California"
"93432",1434,"Creston","San Luis Obispo County","California"
"93544",1427,"Llano","Los Angeles County","California"
"95039",1427,"Moss Landing","Monterey County","California"
"95573",1417,"Willow Creek","Humboldt County","California"
"95955",1413,"Maxwell","Colusa County","California"
"91905",1411,"Boulevard","San Diego County","California"
"92086",1409,"Warner Springs","San Diego County","California"
"95947",1407,"Greenville","Plumas County","California"
"92275",1406,"Salton City","Imperial County","California"
"93239",1404,"Kettleman City","Kings County","California"
"92398",1394,"Yermo","San Bernardino County","California"
"94923",1390,"Bodega Bay","Sonoma County","California"
"96069",1390,"Oak Run","Shasta County","California"
"95415",1383,"Boonville","Mendocino County","California"
"93653",1378,"Raymond","Madera County","California"
"95636",1374,"Grizzly Flats","El Dorado County","California"
"95681",1370,"Sheridan","Placer County","California"
"93461",1369,"Shandon","San Luis Obispo County","California"
"95968",1366,"Palermo","Butte County","California"
"92282",1361,"Whitewater","Riverside County","California"
"95525",1358,"Blue Lake","Humboldt County","California"
"93925",1352,"Chualar","Monterey County","California"
"93545",1342,"Lone Pine","Inyo County","California"
"94924",1342,"Bolinas","Marin County","California"
"96103",1340,"Blairsden Graeagle","Plumas County","California"
"95560",1337,"Redway","Humboldt County","California"
"95469",1323,"Potter Valley","Mendocino County","California"
"96056",1318,"Mcarthur","Lassen County","California"
"94060",1312,"Pescadero","San Mateo County","California"
"96109",1297,"Doyle","Lassen County","California"
"92091",1288,"Rancho Santa Fe","San Diego County","California"
"94933",1284,"Forest Knolls","Marin County","California"
"96048",1283,"Junction City","Trinity County","California"
"91934",1251,"Jacumba","San Diego County","California"
"95465",1251,"Occidental","Sonoma County","California"
"95452",1240,"Kenwood","Sonoma County","California"
"92242",1230,"Earp","San Bernardino County","California"
"95497",1224,"The Sea Ranch","Sonoma County","California"
"96140",1219,"Carnelian Bay","Placer County","California"
"95387",1215,"Westley","Stanislaus County","California"
"96044",1215,"Hornbrook","Siskiyou County","California"
"93201",1209,"Alpaugh","Tulare County","California"
"96120",1209,"Markleeville","Alpine County","California"
"93601",1206,"Ahwahnee","Madera County","California"
"95686",1194,"Thornton","San Joaquin County","California"
"95652",1193,"Mcclellan","Sacramento County","California"
"94956",1189,"Point Reyes Station","Marin County","California"
"96023",1189,"Dorris","Siskiyou County","California"
"92257",1186,"Niland","Imperial County","California"
"95919",1183,"Brownsville","Yuba County","California"
"95227",1180,"Clements","San Joaquin County","California"
"95426",1178,"Cobb","Lake County","California"
"93424",1174,"Avila Beach","San Luis Obispo County","California"
"93740",1174,"Fresno","Fresno County","California"
"95645",1162,"Knights Landing","Yolo County","California"
"96057",1158,"Mccloud","Siskiyou County","California"
"95589",1153,"Whitethorn","Humboldt County","California"
"95615",1147,"Courtland","Sacramento County","California"
"96146",1147,"Olympic Valley","Placer County","California"
"95937",1145,"Dunnigan","Yolo County","California"
"95549",1140,"Kneeland","Humboldt County","California"
"93553",1136,"Pearblossom","Los Angeles County","California"
"95962",1136,"Oregon House","Yuba County","California"
"95664",1133,"Pilot Hill","El Dorado County","California"
"92518",1132,"March Air Reserve Base","Riverside County","California"
"93246",1129,"Lemoore","Kings County","California"
"93606",1129,"Biola","Fresno County","California"
"96008",1123,"Bella Vista","Shasta County","California"
"95547",1121,"Hydesville","Humboldt County","California"
"96024",1105,"Douglas City","Trinity County","California"
"92135",1095,"San Diego","San Diego County","California"
"95462",1091,"Monte Rio","Sonoma County","California"
"93258",1086,"Porterville","Tulare County","California"
"93441",1085,"Los Olivos","Santa Barbara County","California"
"96051",1067,"Lakehead","Shasta County","California"
"92339",1064,"Forest Falls","San Bernardino County","California"
"94575",1048,"Moraga","Contra Costa County","California"
"95701",1045,"Alta","Placer County","California"
"95346",1041,"Mi Wuk Village","Tuolumne County","California"
"93928",1040,"Jolon","Monterey County","California"
"95553",1037,"Miranda","Humboldt County","California"
"95548",1034,"Klamath","Del Norte County","California"
"93668",1025,"Tranquillity","Fresno County","California"
"92328",1022,"Death Valley","Inyo County","California"
"95538",1022,"Fort Dick","Del Norte County","California"
"94592",1020,"Vallejo","Solano County","California"
"95225",1019,"Burson","Calaveras County","California"
"92368",1018,"Oro Grande","San Bernardino County","California"
"93608",1018,"Cantua Creek","Fresno County","California"
"90073",1014,"Los Angeles","Los Angeles County","California"
"96062",1002,"Millville","Shasta County","California"
"93067",999,"Summerland","Santa Barbara County","California"
"91125",996,"Pasadena","Los Angeles County","California"
"93243",977,"Lebec","Kern County","California"
"95916",965,"Berry Creek","Butte County","California"
"94586",964,"Sunol","Alameda County","California"
"96104",962,"Cedarville","Modoc County","California"
"95317",948,"El Nido","Merced County","California"
"95635",948,"Greenwood","El Dorado County","California"
"96142",946,"Tahoma","El Dorado County","California"
"94937",938,"Inverness","Marin County","California"
"95563",911,"Salyer","Trinity County","California"
"95017",907,"Davenport","Santa Cruz County","California"
"93645",897,"O'Neals","Madera County","California"
"93518",894,"Caliente","Kern County","California"
"93624",892,"Five Points","Fresno County","California"
"95303",891,"Ballico","Merced County","California"
"95466",880,"Philo","Mendocino County","California"
"93255",872,"Onyx","Kern County","California"
"93254",869,"New Cuyama","Santa Barbara County","California"
"96107",868,"Coleville","Mono County","California"
"93238",866,"Kernville","Tulare County","California"
"95313",860,"Crows Landing","Stanislaus County","California"
"95565",860,"Scotia","Humboldt County","California"
"95674",859,"Rio Oso","Sutter County","California"
"93526",855,"Independence","Inyo County","California"
"95459",853,"Manchester","Mendocino County","California"
"91917",851,"Dulzura","San Diego County","California"
"93440",846,"Los Alamos","Santa Barbara County","California"
"96047",843,"Igo","Shasta County","California"
"93450",830,"San Ardo","Monterey County","California"
"96087",824,"Shasta","Shasta County","California"
"93541",817,"Lee Vining","Mono County","California"
"96058",809,"Macdoel","Siskiyou County","California"
"95041",803,"Mount Hermon","Santa Cruz County","California"
"95410",797,"Albion","Mendocino County","California"
